Year,Region,State,District,Population,Plastic Waste (kg),Plastic Type,Source
2023,India,Gujarat,Howrah,6709870,24816.92099493663,Other,Industrial
2024,India,Gujarat,Varanasi,6506058,25243.31531734155,Other,Household
2019,India,Nagaland,Varanasi,3305303,21920.69576885425,PVC,Packaging
2024,India,Karnataka,Siliguri,6932420,42843.020190770214,PVC,Household
2018,India,Nagaland,Howrah,130862,46860.59528959194,Other,Industrial
2020,India,Nagaland,Howrah,8878346,20118.50185696458,Other,Packaging
2022,India,Karnataka,Varanasi,6616340,46374.991025418705,PP,Packaging
2022,India,Gujarat,Varanasi,1259975,43426.2939219637,Other,Industrial
2023,India,Karnataka,Varanasi,787974,6213.989076824612,Other,Household
2021,India,Nagaland,Howrah,2217079,13391.014636551827,PVC,Household
2019,India,Karnataka,Varanasi,3815586,32265.28828135842,Other,Household
2020,India,Nagaland,Varanasi,6341975,10270.014913354766,PP,Industrial
2020,India,Gujarat,Varanasi,5658494,11131.448287641611,Other,Packaging
2024,India,Gujarat,Varanasi,6355757,21477.283183354102,Other,Industrial
2017,India,Gujarat,Varanasi,8438519,23022.569035287353,PP,Packaging
2016,India,Gujarat,Howrah,693518,37039.80449970589,PP,Industrial
2022,India,Nagaland,Howrah,8687290,25356.67581452422,PVC,Packaging
2023,India,Karnataka,Siliguri,634367,14728.869179679907,PP,Industrial
2023,India,Nagaland,Siliguri,5534623,11844.255845933732,PVC,Packaging
2020,India,Gujarat,Howrah,2497030,7844.2166883057935,PP,Industrial
2023,India,Karnataka,Siliguri,1218905,44590.369079265416,Other,Packaging
2021,India,Gujarat,Varanasi,8948842,26611.182737108124,Other,Household
2018,India,Nagaland,Siliguri,4078780,9254.331686336292,Other,Industrial
2015,India,Nagaland,Howrah,3359002,17331.258017256274,PVC,Industrial
2017,India,Gujarat,Howrah,5756295,22521.916917229453,PP,Packaging
2021,India,Gujarat,Siliguri,9399613,19543.442477768556,PVC,Packaging
2017,India,Gujarat,Howrah,541257,31002.779034361374,Other,Household
2023,India,Karnataka,Varanasi,9382971,15328.048438692635,Other,Industrial
2023,India,Karnataka,Howrah,2013186,20041.517907609265,PVC,Industrial
2015,India,Karnataka,Varanasi,2045092,19776.523591664434,PP,Household
2017,India,Gujarat,Howrah,7501255,13706.63149228181,PVC,Packaging
2017,India,Gujarat,Siliguri,5138735,6900.344258490509,PP,Household
2021,India,Karnataka,Varanasi,5322367,26362.697365076692,PP,Industrial
2020,India,Nagaland,Varanasi,9850676,47985.296430180526,PVC,Packaging
2016,India,Gujarat,Varanasi,9695207,42697.425783718805,PP,Household
2018,India,Nagaland,Varanasi,2986389,18980.028279802245,PVC,Industrial
2016,India,Gujarat,Siliguri,3406234,31303.121936856976,PVC,Household
2020,India,Karnataka,Howrah,7555443,13149.197050554401,PVC,Industrial
2018,India,Nagaland,Howrah,8075719,20618.400154116942,PP,Household
2021,India,Nagaland,Varanasi,70835,44882.48285861289,PVC,Packaging
2023,India,Gujarat,Howrah,9120897,35259.8546418378,Other,Industrial
2015,India,Karnataka,Siliguri,2343018,6769.685487452561,Other,Household
2021,India,Gujarat,Siliguri,7005906,26659.59808801071,Other,Industrial
2019,India,Nagaland,Siliguri,8402911,3497.4632168337253,Other,Packaging
2022,India,Karnataka,Siliguri,2280938,5041.611357856651,PP,Packaging
2020,India,Karnataka,Siliguri,5697728,49329.963647579985,PVC,Household
2017,India,Karnataka,Siliguri,6877521,19048.05186585736,PP,Packaging
2020,India,Nagaland,Varanasi,3743151,37867.75861750538,PVC,Industrial
2019,India,Gujarat,Siliguri,2616473,13951.57603092719,Other,Industrial
2023,India,Nagaland,Varanasi,2795225,34693.95419014286,PP,Packaging
2016,India,Gujarat,Varanasi,1434240,9438.701887677222,PVC,Household
2023,India,Karnataka,Howrah,1266324,3357.6218382717066,PVC,Industrial
2022,India,Nagaland,Siliguri,6851023,43151.726749587906,PVC,Industrial
2020,India,Karnataka,Varanasi,5583233,5008.159833722774,PP,Industrial
2023,India,Nagaland,Howrah,9849555,38379.344931066495,PP,Industrial
2017,India,Karnataka,Siliguri,6797595,46653.90238814043,PP,Household
2016,India,Gujarat,Varanasi,5519702,43465.41987941651,PP,Packaging
2020,India,Nagaland,Howrah,6999039,31357.6011229861,Other,Packaging
2024,India,Gujarat,Varanasi,6350396,20618.897157399362,Other,Household
2018,India,Nagaland,Varanasi,656017,7679.880528916061,PVC,Packaging
2023,India,Gujarat,Siliguri,2498725,1923.6850489496064,Other,Industrial
2015,India,Gujarat,Siliguri,4469302,18826.492460163576,PVC,Industrial
2017,India,Nagaland,Varanasi,7565254,1600.1654927984348,PP,Packaging
2018,India,Nagaland,Siliguri,8487754,9828.082277978663,Other,Household
2015,India,Karnataka,Varanasi,8820588,37063.193628262066,PP,Industrial
2018,India,Karnataka,Siliguri,7138017,16214.687741564418,PVC,Packaging
2024,India,Karnataka,Siliguri,9162274,35228.099193034395,PVC,Industrial
2022,India,Nagaland,Varanasi,7775074,41296.211100915694,PVC,Household
2018,India,Gujarat,Howrah,9223398,18789.53985222241,PP,Household
2016,India,Nagaland,Siliguri,9854992,49938.580960554165,PP,Industrial
2019,India,Karnataka,Varanasi,4059404,6212.079014314437,PP,Household
2017,India,Nagaland,Howrah,6467716,30216.856290429787,PVC,Packaging
2017,India,Gujarat,Siliguri,7836067,15571.389838551173,Other,Packaging
2022,India,Karnataka,Siliguri,1078396,1644.3314556271625,Other,Industrial
2018,India,Karnataka,Howrah,3437654,42063.798530273314,PP,Packaging
2022,India,Gujarat,Howrah,2283037,38962.97472970462,PVC,Industrial
2018,India,Karnataka,Siliguri,9176800,43835.66621549632,Other,Industrial
2022,India,Gujarat,Siliguri,6340396,18252.11600690007,PVC,Household
2020,India,Karnataka,Siliguri,8039415,21786.38882278042,Other,Packaging
2024,India,Karnataka,Siliguri,5183085,25379.867234090212,PVC,Household
2020,India,Gujarat,Siliguri,1773012,22327.054493360894,PP,Packaging
2022,India,Gujarat,Varanasi,4923590,19064.07512742033,PVC,Household
2023,India,Nagaland,Siliguri,4353230,46088.57666566206,PVC,Industrial
2022,India,Gujarat,Howrah,7306946,20987.06113661896,PVC,Household
2018,India,Nagaland,Siliguri,3623072,36907.85022463023,PVC,Household
2020,India,Karnataka,Siliguri,8652043,11421.651849378437,PP,Packaging
2022,India,Nagaland,Siliguri,4282834,15856.602097093515,Other,Packaging
2022,India,Karnataka,Howrah,9786427,49935.05618329223,PP,Industrial
2021,India,Nagaland,Howrah,9418687,16032.620479218522,PP,Packaging
2019,India,Gujarat,Varanasi,471075,29891.53170624463,PVC,Industrial
2019,India,Karnataka,Varanasi,6297593,16652.444320510964,PP,Household
2015,India,Karnataka,Varanasi,6747870,17594.080779139058,PVC,Industrial
2023,India,Nagaland,Varanasi,9442294,49093.0256508389,Other,Packaging
2023,India,Karnataka,Siliguri,8184777,23959.092438062802,PP,Household
2019,India,Gujarat,Howrah,8746805,39467.8277879805,Other,Industrial
2021,India,Nagaland,Varanasi,1054381,1342.8229336975137,PP,Household
2016,India,Nagaland,Siliguri,5206873,22290.17055183273,PVC,Industrial
2018,India,Nagaland,Varanasi,8573229,10370.963901386502,PVC,Household
2017,India,Karnataka,Howrah,8157931,47509.75428415464,PP,Household
2024,India,Karnataka,Siliguri,9327419,10199.835167293042,Other,Household
2023,India,Karnataka,Siliguri,9928061,13245.5040687745,Other,Industrial
2023,India,Nagaland,Siliguri,5307703,10346.479652229436,PVC,Household
2022,India,Nagaland,Varanasi,2111241,29399.838491082686,PP,Household
2019,India,Nagaland,Howrah,7274438,46323.833714410976,PP,Household
2021,India,Gujarat,Siliguri,9985818,31745.13207208271,PP,Industrial
2019,India,Karnataka,Howrah,3318805,18265.371221290166,PP,Industrial
2024,India,Karnataka,Varanasi,1101908,25974.47982953831,PP,Household
2021,India,Nagaland,Varanasi,8822693,11455.884524116866,Other,Household
2021,India,Karnataka,Siliguri,4097540,43737.572465806894,PP,Packaging
2024,India,Gujarat,Siliguri,6236574,17344.994428298993,Other,Industrial
2019,India,Gujarat,Siliguri,7593035,47482.87362137581,Other,Industrial
2020,India,Gujarat,Varanasi,1586198,23173.47258853104,Other,Industrial
2022,India,Nagaland,Howrah,9025476,11236.897986476319,Other,Household
2017,India,Nagaland,Howrah,550640,5073.2626174203615,PVC,Industrial
2021,India,Karnataka,Siliguri,5134264,31349.262713108816,Other,Industrial
2021,India,Gujarat,Varanasi,203494,1617.8453082914093,PVC,Packaging
2017,India,Nagaland,Howrah,1373765,43557.67833708952,PVC,Industrial
2017,India,Gujarat,Siliguri,1179592,3983.983678667645,PVC,Household
2023,India,Gujarat,Siliguri,9052485,17695.547077771767,PP,Industrial
2023,India,Nagaland,Varanasi,6135262,31209.748878438895,PP,Household
2018,India,Karnataka,Varanasi,6116202,36638.13922252744,PVC,Household
2023,India,Gujarat,Siliguri,3952053,17343.499699904634,PP,Household
2023,India,Gujarat,Howrah,6871561,49816.568883684,PP,Packaging
2015,India,Nagaland,Howrah,6167581,18215.812388668182,PVC,Industrial
2018,India,Nagaland,Howrah,4634042,28783.49735937861,PVC,Packaging
2021,India,Gujarat,Varanasi,9191666,16630.78217358904,Other,Household
2018,India,Karnataka,Siliguri,1824360,8245.413995190629,Other,Household
2016,India,Nagaland,Siliguri,1689661,4729.253588491282,PVC,Industrial
2020,India,Gujarat,Howrah,8934812,12374.675096324223,PP,Industrial
2023,India,Nagaland,Varanasi,9512489,43018.17225630078,PVC,Packaging
2015,India,Gujarat,Siliguri,6752179,23553.94090881807,PVC,Household
2024,India,Gujarat,Varanasi,1045258,46123.88211328247,Other,Industrial
2017,India,Karnataka,Varanasi,6696420,40366.094699379406,Other,Industrial
2015,India,Gujarat,Siliguri,2768330,30550.369398348645,Other,Industrial
2017,India,Nagaland,Howrah,1938709,15834.022161457033,PP,Industrial
2021,India,Gujarat,Howrah,7942875,9922.80129906488,PP,Household
2018,India,Gujarat,Howrah,2255403,36660.80751145473,PP,Household
2024,India,Karnataka,Howrah,4091965,1847.3911072073574,PP,Industrial
2023,India,Nagaland,Varanasi,9374795,42465.771168728636,PVC,Household
2019,India,Karnataka,Siliguri,3780484,48206.97088504239,Other,Industrial
2022,India,Gujarat,Varanasi,5930245,5619.09303036808,PVC,Industrial
2020,India,Gujarat,Varanasi,3024676,18339.65395304368,Other,Industrial
2018,India,Karnataka,Varanasi,4813610,25124.862835149477,Other,Packaging
2023,India,Nagaland,Siliguri,5737422,8564.481930079703,PVC,Industrial
2017,India,Nagaland,Varanasi,330813,41884.84437807802,PVC,Packaging
2021,India,Karnataka,Varanasi,2717878,31614.897155700066,PP,Packaging
2021,India,Gujarat,Varanasi,5585038,22503.798130967418,PP,Household
2019,India,Karnataka,Howrah,8313199,28544.967040846266,PVC,Household
2016,India,Gujarat,Howrah,8733702,16174.942817236704,PP,Packaging
2018,India,Gujarat,Howrah,8748271,44443.64976963259,PVC,Household
2022,India,Nagaland,Varanasi,5331026,15463.000721022527,Other,Industrial
2020,India,Karnataka,Howrah,481641,32223.173138093694,PVC,Packaging
2017,India,Karnataka,Varanasi,9193094,29366.842775117573,PP,Industrial
2019,India,Nagaland,Siliguri,6938318,33991.66619702973,PP,Household
2023,India,Gujarat,Siliguri,4562807,27397.558310701465,PVC,Household
2024,India,Karnataka,Siliguri,9864294,13886.072622042873,PVC,Packaging
2018,India,Nagaland,Varanasi,4253168,47155.98199043291,PVC,Industrial
2016,India,Karnataka,Howrah,563734,23082.779654570644,Other,Packaging
2022,India,Gujarat,Siliguri,5212313,10584.35708656089,PVC,Household
2024,India,Karnataka,Varanasi,2904072,26599.051420208398,Other,Packaging
2015,India,Gujarat,Howrah,1194386,37168.87041241036,Other,Household
2021,India,Nagaland,Howrah,1938518,37533.98381061751,PVC,Household
2022,India,Karnataka,Howrah,9400721,42431.46074801665,PP,Packaging
2016,India,Karnataka,Siliguri,4121384,9514.707224012913,PVC,Household
2024,India,Gujarat,Siliguri,7027382,25408.28166357677,Other,Industrial
2015,India,Gujarat,Varanasi,9637601,22289.63560799511,PVC,Industrial
2023,India,Karnataka,Siliguri,2457908,48144.39116049406,PVC,Packaging
2022,India,Karnataka,Varanasi,898614,41297.82596207145,PVC,Industrial
2017,India,Nagaland,Siliguri,9142226,21895.829245742574,PVC,Packaging
2021,India,Karnataka,Siliguri,221169,30080.629088234957,Other,Packaging
2021,India,Gujarat,Siliguri,8228609,24689.018484325497,Other,Industrial
2020,India,Nagaland,Varanasi,7291881,48515.24221866208,Other,Packaging
2020,India,Nagaland,Howrah,3200877,15579.744562005248,Other,Packaging
2019,India,Gujarat,Howrah,3141123,17335.588442842825,Other,Packaging
2022,India,Nagaland,Varanasi,5209089,34920.26317936653,PVC,Household
2017,India,Karnataka,Varanasi,2833332,36650.69733594113,PP,Industrial
2015,India,Nagaland,Siliguri,8250408,29135.661124241553,PVC,Industrial
2023,India,Gujarat,Howrah,3005315,8235.836866913705,PVC,Industrial
2023,India,Gujarat,Varanasi,6421690,10883.773257071764,Other,Industrial
2022,India,Karnataka,Howrah,1197237,2460.166303869413,Other,Industrial
2019,India,Gujarat,Siliguri,6599319,9070.123969456727,PVC,Packaging
2023,India,Gujarat,Varanasi,2338086,27898.613138980094,PVC,Packaging
2024,India,Gujarat,Siliguri,4633655,44625.91575588905,Other,Packaging
2018,India,Karnataka,Howrah,8245224,29694.227351759204,PP,Industrial
2016,India,Karnataka,Varanasi,1027456,3538.3200161030836,Other,Household
2020,India,Gujarat,Howrah,8829530,7630.846408666212,Other,Household
2019,India,Gujarat,Varanasi,4941036,32110.878837499466,PP,Household
2020,India,Nagaland,Howrah,6682525,4255.128372959058,Other,Industrial
2016,India,Gujarat,Howrah,1020149,3539.0812603004947,PP,Packaging
2021,India,Nagaland,Howrah,160917,40627.8823874523,PP,Household
2015,India,Karnataka,Howrah,9330180,9128.934698856436,PP,Household
2022,India,Nagaland,Varanasi,5820948,15776.656869143972,PVC,Household
2018,India,Nagaland,Howrah,5733238,17515.567800490364,PVC,Household
2023,India,Nagaland,Varanasi,6513487,28756.316771442547,PP,Packaging
2015,India,Nagaland,Varanasi,3641203,27886.094525023847,Other,Household
2020,India,Gujarat,Siliguri,2914122,18102.322640941147,PP,Industrial
2015,India,Nagaland,Siliguri,8137224,34938.24426077909,Other,Household
2021,India,Gujarat,Siliguri,8014360,13294.76797481002,Other,Industrial
2018,India,Nagaland,Siliguri,9028120,27623.068073882325,PVC,Industrial
2019,India,Karnataka,Siliguri,4481025,41552.52024494934,PVC,Packaging
2024,India,Gujarat,Howrah,3216552,30072.490924044152,PP,Industrial
2022,India,Gujarat,Siliguri,1775126,35295.38782678035,PP,Household
2018,India,Gujarat,Siliguri,8100359,37383.26769721808,Other,Industrial
2019,India,Gujarat,Varanasi,8484854,28468.390933846906,PP,Industrial
2017,India,Karnataka,Siliguri,5153852,43433.09864965283,Other,Industrial
2020,India,Gujarat,Siliguri,9338308,37559.14360129005,Other,Household
2016,India,Nagaland,Varanasi,8134262,21381.2732645567,PVC,Packaging
2022,India,Gujarat,Howrah,2801881,31791.115910551052,Other,Industrial
2020,India,Karnataka,Howrah,5526830,37665.22453407363,PVC,Household
2022,India,Nagaland,Howrah,4458238,37259.826232283565,Other,Household
2021,India,Karnataka,Howrah,103378,46649.015839467254,PP,Household
2019,India,Karnataka,Siliguri,946501,31475.652799397452,PVC,Household
2017,India,Nagaland,Howrah,7505598,25992.876393217797,Other,Household
2022,India,Nagaland,Varanasi,569085,15554.53252891958,PP,Household
2015,India,Karnataka,Siliguri,1994151,44305.558693398765,Other,Industrial
2017,India,Nagaland,Siliguri,7726880,41333.01705655705,PP,Household
2022,India,Karnataka,Howrah,5457079,16501.210503755763,PVC,Packaging
2020,India,Nagaland,Howrah,3769277,17980.289364309312,PVC,Industrial
2016,India,Gujarat,Varanasi,5917134,20854.730251524383,PVC,Household
2020,India,Gujarat,Siliguri,1550986,25468.502839654848,PVC,Industrial
2020,India,Karnataka,Siliguri,7300405,19816.168181373418,Other,Household
2017,India,Karnataka,Howrah,7872168,30395.177308741073,Other,Packaging
2015,India,Nagaland,Howrah,7200353,30619.063201340643,PVC,Industrial
2021,India,Karnataka,Howrah,3466946,47521.4264506644,PP,Packaging
2019,India,Gujarat,Siliguri,8269630,36754.475504546564,Other,Packaging
2024,India,Nagaland,Howrah,2343079,31356.382920503398,PP,Industrial
2024,India,Gujarat,Varanasi,4157018,28533.703139042438,PVC,Household
2021,India,Karnataka,Varanasi,166980,17822.18172680608,Other,Packaging
2019,India,Gujarat,Siliguri,3251716,15816.605577067683,Other,Industrial
2018,India,Karnataka,Varanasi,2979400,43312.601851221094,Other,Household
2022,India,Nagaland,Howrah,5043759,45297.99616033396,PP,Packaging
2024,India,Nagaland,Howrah,6453957,8360.40340749027,Other,Packaging
2019,India,Nagaland,Siliguri,852217,29310.568830244338,Other,Packaging
2020,India,Nagaland,Siliguri,4516535,36151.2758700261,Other,Household
2022,India,Gujarat,Varanasi,9932384,29582.202541818446,PP,Household
2024,India,Gujarat,Howrah,2857443,47242.62667987601,Other,Industrial
2019,India,Karnataka,Siliguri,2858876,30617.073440413715,PVC,Packaging
2017,India,Nagaland,Siliguri,751709,32002.914728786418,Other,Industrial
2020,India,Karnataka,Varanasi,7046283,26181.99614252029,PP,Industrial
2015,India,Karnataka,Varanasi,2264609,20851.373328403988,Other,Packaging
2020,India,Gujarat,Siliguri,5727893,12892.08843602161,PVC,Household
2021,India,Karnataka,Howrah,1947876,17116.965285030707,PVC,Packaging
2015,India,Gujarat,Varanasi,9632601,16421.870887519945,Other,Packaging
2018,India,Karnataka,Siliguri,9767489,11300.0954564206,Other,Household
2015,India,Karnataka,Howrah,1725913,8793.349055473022,Other,Household
2018,India,Nagaland,Howrah,9814752,20939.45564885489,PP,Household
2019,India,Nagaland,Howrah,8146925,30579.86144041588,PVC,Industrial
2016,India,Gujarat,Siliguri,7329133,28572.292415311324,PVC,Packaging
2016,India,Gujarat,Varanasi,2555774,48288.795816222264,PVC,Packaging
2021,India,Karnataka,Varanasi,4422537,16171.540784622714,PVC,Household
2019,India,Karnataka,Howrah,9065460,35651.399713724844,Other,Packaging
2016,India,Karnataka,Howrah,1099616,38321.758889397184,PP,Industrial
2024,India,Gujarat,Varanasi,3278935,2141.9422774089435,Other,Household
2022,India,Karnataka,Siliguri,7285027,30822.52612565157,Other,Household
2015,India,Gujarat,Siliguri,4457278,3054.1874511485216,PVC,Industrial
2023,India,Nagaland,Varanasi,1672000,42724.43620185147,PVC,Household
2016,India,Nagaland,Siliguri,8427892,14896.408670249682,Other,Household
2023,India,Karnataka,Varanasi,9947910,36034.220178005,PVC,Household
2020,India,Nagaland,Siliguri,9545219,31288.12134883011,PP,Household
2020,India,Gujarat,Howrah,961066,13621.551840410031,Other,Household
2017,India,Karnataka,Howrah,4746504,41644.91119720529,Other,Household
2024,India,Nagaland,Howrah,8182640,18386.195009833184,Other,Household
2024,India,Gujarat,Siliguri,52078,26529.538795790497,Other,Household
2017,India,Karnataka,Siliguri,3318024,32994.59670386452,Other,Industrial
2024,India,Karnataka,Varanasi,3291742,43824.6333256818,Other,Industrial
